0 0 0
0.252344 0.264062 0.252344
0.504687 0.528125 0.504687
0.757031 0.792187 0.757031
1.00937 1.05625 1.00937
1.26172 1.32031 1.26172
1.51406 1.58437 1.51406
1.76641 1.84844 1.76641
2.01875 2.1125 2.01875
2.27109 2.37656 2.27109
2.52344 2.64062 2.52344
2.77578 2.90469 2.77578
3.02812 3.16875 3.02812
3.28047 3.43281 3.28047
3.53281 3.69687 3.53281
3.78516 3.96094 3.78516
4.0375 4.225 4.0375
4.28984 4.48906 4.28984
4.54219 4.75312 4.54219
4.79453 5.01719 4.79453
5.04688 5.28125 5.04688
5.29922 5.54531 5.29922
5.55156 5.80937 5.55156
5.80391 6.07344 5.80391
6.05625 6.3375 6.05625
6.30859 6.60156 6.30859
6.56094 6.86562 6.56094
6.81328 7.12969 6.81328
7.06562 7.39375 7.06562
7.31797 7.65781 7.31797
7.57031 7.92187 7.57031
7.82266 8.18594 7.82266
8.075 8.45 8.075
8.32734 8.71406 8.32734
